,,,,,,,,HPK full probe card,,,,,,,,,CMS full probe card,,,,,,,,,,CMS full probe card,,
Delivery,Sensor ID,Scratch pad ID,Thick- ness,Current location sensor,Current location half moons,wafer seen on top of stack of five sensors,Comments after visual inspection,I_tot_600V <100uA,I_tot_800V < 2.5* I_tot_600V,,1) Ncell with I600 > 100nA,,2) Ncell with I800 > 2.5 * I600 & I600>10nA threshold || I800>25nA & I600<10nA,3) More than 8 bad cells: requirem. 1) and 2),4) More than two neighbour cells bad: requirem. 1) and 2),,Measurement performed at ,I_tot_600V <100uA,I_tot_800V < 2.5* I_tot_600V,,1) Ncell with I600 > 100nA,,2) Ncell with I800 > 2.5 * I600 & I600>10nA threshold || I800>25nA & I600<10nA,3) More than 8 bad cells: requirem. 1) and 2),4) More than two neighbour cells bad: requirem. 1) and 2),,V dep corresponding to thickness,Maximum variation of Vdep across sensor of ± 10% ,Thickness variation < 10 / X μm
1,N8738_1,100113,300,FSU,CERN,Seen 9.6.22,,Passed,Passed,,0,,0,Passed,Passed,,FSU,Passed,Passed,,0,,0,Passed,Passed,,Passed: 248.6 V < 370 V,Passed: 0.3%,Passed: 0.3%
1,N8738_2,100114,300,FSU,CERN,,,Passed,Passed,,1,,0,Passed,Passed,,FSU,Passed,Passed,,0,,0,Passed,Passed,,Passed: 248.9 V < 370 V,Passed: 0.3%,Passed: 0.4%
1,N8738_3,100115,300,UCSB,CERN,,,Passed,Passed,,0,,0,Passed,Passed,,FSU,Passed,Passed,,0,,1,Passed,Passed,,Passed: 248.8 V < 370 V,Passed: 0.3%,Passed: 0.5%
1,N8738_4,100116,300,UCSB,CERN,,,Passed,Passed,,0,,0,Passed,Passed,,FSU,Passed,Passed,,0,,0,Passed,Passed,,Passed: 249.1 V < 370 V,Passed: 0.4%,Passed: 0.6%
1,N8738_5,100117,300,UCSB,CERN,,,Passed,Passed,,0,,0,Passed,Passed,,FSU,Passed,Passed,,0,,1,Passed,Passed,,Passed: 239.4 V < 370 V,Passed: 0.7%,Passed: 0.5%
1,N8738_6,100118,300,UCSB,HEPHY,Seen 9.6.22,,Passed,Passed,,0,,0,Passed,Passed,,FSU,Passed,Passed,,0,,0,Passed,Passed,,Passed: 238.0 V < 370 V ,Passed: 0.4%,Passed: 0.4%
1,N8738_7,100119,300,UCSB,HEPHY,,,Passed,Passed,,0,,0,Passed,Passed,,FSU,Passed,Passed,,0,,1,Passed,Passed,,Passed: 238.3 V < 370 V,Passed: 0.5%,Passed: 0.5%
1,N8738_8,100120,300,FSU,HEPHY,,,Passed,Passed,,0,,0,Passed,Passed,,FSU,Passed,Passed,,0,,0,Passed,Passed,,Passed: 236.1 V < 370 V,Passed: 0.8%,Passed: 0.5%
