#Measurement:		CV
#Sensor type:		HPK_8in_198ch_2019
#Needle measurement:	0
#Identifier:		100113_20220701
#Timestamp:		1.7.2022 10:54 
#Voltage delay:		20.0 s
#Switch delay:		0.3 s
#Compliance level:		1000.00 uA
#Mask pads above:		5.00 uA
#Voltage limit:		1000.0 V
#LCR freq.:		2000 Hz
#LCR voltg.:		0.50 V
#Repeat:			1
#Sampling number:		3
#Source as DMM:		0
#Custom channels:		None
#Masked channels:		None
#Vltg. sign inversion?:	1
#VISA source:		GPIB0::24::INSTR
#VISA DMM:		GPIB0::14::INSTR
#VISA LCR:		GPIB0::17::INSTR
#HexPlot cmd:		 -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.pdf" --CV  --select -400  --if SELECTOR:PADNUM:VAL  --pn 0 --invertx -g "C:\Users\probe-station\Desktop\MasterHexDAQ\src\..\geo\hex_positions_HPK_198ch_8inch_edge_ring_testcap.txt" --colorpalette 1
#HexPlot analysis cmd:	 -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV_analysis.pdf" --CV  --select -400  --if SELECTOR:PADNUM:VAL -p PAD --sc 1-199--invertx -g "C:\Users\probe-station\Desktop\MasterHexDAQ\src\..\geo\hex_positions_HPK_198ch_8inch_edge_ring_testcap.txt" --colorpalette 1
#HexPlot on matrix cmd:	 -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_CV.pdf" --CV  --select -400  --if SELECTOR:PADNUM:VAL  --pn 0 --invertx -g "C:\Users\probe-station\Desktop\MasterHexDAQ\geo\switch_matrix.txt" -m "C:\Users\probe-station\Desktop\MasterHexDAQ\src\..\maps\Probe_card_HPK_8in_198ch_2019.txt"  --colorpalette 1
#Voltage file:		C:\Users\probe-station\Desktop\Voltage_Files\CV_300um_1to400.txt
#CV correction file:		None
#Comments:		

#Voltage	#Channel	#Cs        	#Error     	#Tot. curr.	#Act. vlt.	#Time  	#Temp	#Hum.	#Cp        	#Error      	#Impedance 	#Error     	#Phase      	#Error      	#Cs uncorr.	#Cp uncorr.
#[V]    	#       	#[pF]      	#[pF]      	#[nA]      	#[V]      	#[s]   	#[C] 	#[%] 	#[pF]      	#[pF]       	#[Ohm]     	#[Ohm]     	#[Rad]      	#[Rad]      	#[pF]      	#[pF]      
-5.0    	72      	4.514208E+2	4.878305E-2	-5.65E+1   	-5.00     	137.33 	23.5 	17.5 	4.322932E+2	2.182387E-3 	1.801400E+5	1.946792E+1	-1.363470E+0	2.719480E-16	4.514208E+2	4.322932E+2
-5.0    	73      	4.522757E+2	1.118011E-2	-5.65E+1   	-5.00     	138.66 	23.5 	17.5 	4.331496E+2	1.468071E-4 	1.797917E+5	4.725816E+0	-1.363677E+0	1.154701E-5 	4.522757E+2	4.331496E+2
-5.0    	74      	4.588691E+2	8.800209E-2	-5.65E+1   	-5.00     	140.05 	23.5 	17.5 	4.398593E+2	7.367291E-3 	1.771287E+5	3.426855E+1	-1.365827E+0	1.154701E-5 	4.588691E+2	4.398593E+2
-5.0    	75      	4.505117E+2	2.009686E-2	-5.65E+1   	-5.00     	141.41 	23.5 	17.5 	4.313518E+2	5.701135E-4 	1.805183E+5	9.018500E+0	-1.363080E+0	2.645751E-5 	4.505117E+2	4.313518E+2
-5.0    	76      	4.533884E+2	2.371754E-2	-5.65E+1   	-5.00     	142.74 	23.5 	17.5 	4.343173E+2	4.970927E-4 	1.793293E+5	9.291573E+0	-1.364237E+0	5.773503E-6 	4.533884E+2	4.343173E+2
-5.0    	77      	4.563266E+2	7.752701E-2	-5.65E+1   	-5.00     	144.11 	23.5 	17.5 	4.373840E+2	5.940446E-3 	1.781233E+5	3.082748E+1	-1.365617E+0	1.527525E-5 	4.563266E+2	4.373840E+2
-5.0    	78      	4.557978E+2	9.495786E-2	-5.65E+1   	-5.00     	145.53 	23.5 	17.5 	4.368395E+2	8.933327E-3 	1.783377E+5	3.787259E+1	-1.365410E+0	2.000000E-5 	4.557978E+2	4.368395E+2
-5.0    	79      	4.623788E+2	5.899033E-2	-5.65E+1   	-5.00     	146.81 	23.5 	17.4 	4.435709E+2	3.986498E-3 	1.757153E+5	2.371357E+1	-1.367720E+0	3.605551E-5 	4.623788E+2	4.435709E+2
-5.0    	80      	4.612408E+2	6.845929E-2	-5.65E+1   	-5.00     	148.17 	23.5 	17.4 	4.423630E+2	4.824827E-3 	1.761720E+5	2.690725E+1	-1.367083E+0	2.081666E-5 	4.612408E+2	4.423630E+2
-5.0    	81      	4.690109E+2	2.230322E-3	-5.59E+1   	-5.00     	149.53 	23.5 	17.4 	4.491582E+2	9.454755E-6 	1.733800E+5	1.000000E+0	-1.363577E+0	5.773503E-6 	4.690109E+2	4.491582E+2
-5.0    	82      	4.640433E+2	6.920325E-2	-5.59E+1   	-5.00     	152.03 	23.5 	17.4 	4.452392E+2	4.478654E-3 	1.750710E+5	2.621068E+1	-1.368110E+0	1.000000E-5 	4.640433E+2	4.452392E+2
-5.0    	83      	4.625715E+2	5.843805E-2	-5.59E+1   	-5.00     	153.37 	23.5 	17.4 	4.436705E+2	3.224893E-3 	1.756590E+5	2.233831E+1	-1.367253E+0	5.773503E-6 	4.625715E+2	4.436705E+2
-5.0    	84      	4.687566E+2	5.617602E-2	-5.59E+1   	-5.00     	154.70 	23.5 	17.4 	4.500091E+2	3.137362E-3 	1.732630E+5	2.116601E+1	-1.369453E+0	1.154701E-5 	4.687566E+2	4.500091E+2
-5.0    	85      	4.596870E+2	5.808805E-2	-5.59E+1   	-5.00     	156.09 	23.5 	17.4 	4.407422E+2	3.754902E-3 	1.767937E+5	2.345918E+1	-1.366367E+0	3.055050E-5 	4.596870E+2	4.407422E+2
-5.0    	86      	4.602633E+2	1.764667E-2	-5.59E+1   	-5.00     	157.46 	23.5 	17.4 	4.413179E+2	4.264694E-4 	1.765677E+5	7.505553E+0	-1.366493E+0	2.309401E-5 	4.602633E+2	4.413179E+2
-5.0    	87      	4.606357E+2	8.260259E-2	-5.59E+1   	-5.00     	158.77 	23.5 	17.4 	4.416529E+2	6.388540E-3 	1.764293E+5	3.178574E+1	-1.366373E+0	5.773503E-6 	4.606357E+2	4.416529E+2
-5.0    	88      	4.547872E+2	7.449523E-2	-5.59E+1   	-5.00     	160.16 	23.5 	17.4 	4.357114E+2	5.389984E-3 	1.787667E+5	2.970410E+1	-1.364533E+0	1.154701E-5 	4.547872E+2	4.357114E+2
-5.0    	89      	4.576773E+2	4.842010E-2	-5.59E+1   	-5.00     	161.50 	23.5 	17.4 	4.386456E+2	2.815536E-3 	1.776043E+5	2.013289E+1	-1.365437E+0	3.785939E-5 	4.576773E+2	4.386456E+2
-5.0    	90      	4.583917E+2	7.081857E-2	-5.59E+1   	-5.00     	162.91 	23.5 	17.4 	4.393578E+2	5.137676E-3 	1.773220E+5	2.816026E+1	-1.365587E+0	2.081666E-5 	4.583917E+2	4.393578E+2
-5.0    	91      	4.546642E+2	1.284778E-3	-5.41E+1   	-5.00     	164.22 	23.5 	17.4 	4.356197E+2	2.994612E-6 	1.788097E+5	5.773503E-1	-1.364677E+0	5.773503E-6 	4.546642E+2	4.356197E+2
-5.0    	92      	4.608795E+2	7.546081E-3	-5.41E+1   	-5.00     	166.66 	23.5 	17.4 	4.420287E+2	5.238044E-5 	1.763077E+5	2.886751E+0	-1.367150E+0	2.719480E-16	4.608795E+2	4.420287E+2
-5.0    	93      	4.617085E+2	4.867292E-2	-5.41E+1   	-5.00     	168.08 	23.5 	17.4 	4.428713E+2	2.837105E-3 	1.759817E+5	1.985783E+1	-1.367410E+0	3.605551E-5 	4.617085E+2	4.428713E+2
-5.0    	94      	4.637296E+2	4.417144E-2	-5.41E+1   	-5.00     	169.43 	23.5 	17.4 	4.449217E+2	2.218890E-3 	1.751927E+5	1.761628E+1	-1.368020E+0	2.645751E-5 	4.637296E+2	4.449217E+2
-5.0    	95      	4.665429E+2	1.158989E-1	-5.41E+1   	-5.00     	170.72 	23.5 	17.4 	4.476719E+2	1.479581E-2 	1.741263E+5	4.528061E+1	-1.368297E+0	5.686241E-5 	4.665429E+2	4.476719E+2
-5.0    	96      	3.208966E+2	1.849642E-2	-5.41E+1   	-5.00     	171.94 	23.5 	17.4 	2.969306E+2	5.144508E-4 	2.577983E+5	1.724336E+1	-1.293990E+0	3.605551E-5 	3.208966E+2	2.969306E+2
-5.0    	97      	4.652184E+2	2.170493E-2	-5.41E+1   	-5.00     	173.28 	23.5 	17.4 	4.464235E+2	5.134296E-4 	1.746177E+5	8.504901E+0	-1.368420E+0	1.000000E-5 	4.652184E+2	4.464235E+2
-5.0    	98      	4.617431E+2	8.231675E-2	-5.41E+1   	-5.00     	174.58 	23.5 	17.4 	4.428650E+2	7.178381E-3 	1.759763E+5	3.251666E+1	-1.367193E+0	3.214550E-5 	4.617431E+2	4.428650E+2
-5.0    	99      	4.682248E+2	1.601466E-2	-5.41E+1   	-5.00     	175.80 	23.5 	17.4 	4.494698E+2	2.252335E-4 	1.734653E+5	5.859465E+0	-1.369297E+0	5.773503E-6 	4.682248E+2	4.494698E+2
-5.0    	100     	4.601675E+2	1.034661E-2	-5.41E+1   	-5.00     	177.15 	23.5 	17.4 	4.412315E+2	1.593224E-4 	1.766033E+5	4.509250E+0	-1.366523E+0	1.527525E-5 	4.601675E+2	4.412315E+2
-5.0    	101     	4.570788E+2	1.243354E-2	-5.91E+1   	-5.00     	178.44 	23.5 	17.4 	4.380550E+2	1.659776E-4 	1.778403E+5	5.033223E+0	-1.365343E+0	5.773503E-6 	4.570788E+2	4.380550E+2
-5.0    	102     	4.561784E+2	2.552544E-2	-5.91E+1   	-5.00     	180.80 	23.5 	17.4 	4.371447E+2	7.415222E-4 	1.782010E+5	1.053565E+1	-1.365083E+0	1.527525E-5 	4.561784E+2	4.371447E+2
-5.0    	103     	4.608199E+2	3.370036E-2	-5.91E+1   	-5.00     	182.09 	23.5 	17.4 	4.418503E+2	1.302578E-3 	1.763547E+5	1.365040E+1	-1.366487E+0	2.081666E-5 	4.608199E+2	4.418503E+2
-5.0    	104     	4.693787E+2	8.076522E-2	-5.91E+1   	-5.00     	183.44 	23.5 	17.4 	4.505769E+2	6.619584E-3 	1.730390E+5	3.051229E+1	-1.369293E+0	2.081666E-5 	4.693787E+2	4.505769E+2
-5.0    	105     	4.541819E+2	5.784622E-2	-5.91E+1   	-5.00     	184.79 	23.5 	17.4 	4.350938E+2	3.041314E-3 	1.790127E+5	2.274496E+1	-1.364327E+0	5.773503E-6 	4.541819E+2	4.350938E+2
-5.0    	106     	4.661841E+2	4.235122E-2	-5.91E+1   	-5.00     	186.17 	23.5 	17.4 	4.473276E+2	2.083710E-3 	1.742603E+5	1.680278E+1	-1.368297E+0	2.886751E-5 	4.661841E+2	4.473276E+2
-5.0    	107     	4.596899E+2	1.818195E-2	-5.91E+1   	-5.00     	187.52 	23.5 	17.4 	4.407827E+2	4.086535E-4 	1.767850E+5	7.549834E+0	-1.366573E+0	1.527525E-5 	4.596899E+2	4.407827E+2
-5.0    	108     	4.609159E+2	7.899881E-2	-5.91E+1   	-5.00     	188.93 	23.5 	17.4 	4.420490E+2	6.289874E-3 	1.762967E+5	3.092464E+1	-1.367070E+0	2.000000E-5 	4.609159E+2	4.420490E+2
-5.0    	109     	4.617821E+2	8.089314E-2	-5.91E+1   	-5.00     	190.23 	23.5 	17.4 	4.429182E+2	6.792985E-3 	1.759583E+5	3.178574E+1	-1.367280E+0	2.645751E-5 	4.617821E+2	4.429182E+2
-5.0    	110     	4.635394E+2	8.556120E-2	-5.91E+1   	-5.00     	191.59 	23.5 	17.4 	4.445848E+2	7.199831E-3 	1.752950E+5	3.290897E+1	-1.367177E+0	1.527525E-5 	4.635394E+2	4.445848E+2
-5.0    	111     	3.235841E+2	5.355172E-4	-5.14E+1   	-5.00     	192.95 	23.5 	17.4 	2.990154E+2	2.448831E-7 	2.558290E+5	0.000000E+0	-1.291637E+0	5.773503E-6 	3.235841E+2	2.990154E+2
-5.0    	112     	3.828627E+2	6.849817E-2	-5.14E+1   	-5.00     	195.52 	23.5 	17.4 	3.619121E+2	4.499134E-3 	2.137800E+5	3.893584E+1	-1.334683E+0	1.527525E-5 	3.828627E+2	3.619121E+2
-5.0    	113     	4.671086E+2	4.822533E-2	-5.14E+1   	-5.00     	196.78 	23.5 	17.4 	4.483476E+2	2.142616E-3 	1.738897E+5	1.795364E+1	-1.369020E+0	0.000000E+0 	4.671086E+2	4.483476E+2
-5.0    	114     	4.644388E+2	7.416660E-2	-5.14E+1   	-5.00     	198.16 	23.5 	17.4 	4.455808E+2	5.428837E-3 	1.749293E+5	2.843120E+1	-1.367903E+0	1.527525E-5 	4.644388E+2	4.455808E+2
-5.0    	115     	4.631470E+2	1.017134E-1	-5.14E+1   	-5.00     	199.48 	23.5 	17.4 	4.443208E+2	1.085118E-2 	1.754213E+5	3.982880E+1	-1.367790E+0	3.605551E-5 	4.631470E+2	4.443208E+2
-5.0    	116     	4.608207E+2	1.390283E-2	-5.14E+1   	-5.00     	200.59 	23.5 	17.4 	4.418596E+2	2.037017E-4 	1.763527E+5	5.507571E+0	-1.366533E+0	5.773503E-6 	4.608207E+2	4.418596E+2
-5.0    	117     	4.590962E+2	7.897916E-2	-5.14E+1   	-5.00     	201.96 	23.5 	17.4 	4.400788E+2	5.887760E-3 	1.770407E+5	3.066486E+1	-1.365837E+0	5.773503E-6 	4.590962E+2	4.400788E+2
-5.0    	118     	4.666155E+2	2.622828E-2	-5.14E+1   	-5.00     	203.31 	23.5 	17.4 	4.477599E+2	8.335346E-4 	1.740957E+5	1.050397E+1	-1.368397E+0	2.081666E-5 	4.666155E+2	4.477599E+2
-5.0    	119     	4.569011E+2	7.526186E-2	-5.14E+1   	-5.00     	204.67 	23.5 	17.4 	4.378561E+2	5.609447E-3 	1.779153E+5	2.987195E+1	-1.365187E+0	1.527525E-5 	4.569011E+2	4.378561E+2
-5.0    	120     	4.561943E+2	6.602275E-2	-5.14E+1   	-5.00     	206.08 	23.5 	17.4 	4.371198E+2	4.096176E-3 	1.782030E+5	2.594224E+1	-1.364863E+0	5.773503E-6 	4.561943E+2	4.371198E+2
-5.0    	121     	4.650964E+2	6.502825E-3	-5.82E+1   	-5.00     	207.42 	23.5 	17.4 	4.462117E+2	5.299176E-5 	1.746820E+5	2.645751E+0	-1.367903E+0	5.773503E-6 	4.650964E+2	4.462117E+2
-5.0    	122     	4.647716E+2	4.189411E-2	-5.82E+1   	-5.00     	209.94 	23.5 	17.4 	4.458988E+2	1.590519E-3 	1.748043E+5	1.569501E+1	-1.367897E+0	5.773503E-6 	4.647716E+2	4.458988E+2
-5.0    	123     	4.583537E+2	4.843714E-2	-5.82E+1   	-5.00     	211.20 	23.5 	17.4 	4.393677E+2	2.318739E-3 	1.773273E+5	1.908752E+1	-1.365840E+0	1.000000E-5 	4.583537E+2	4.393677E+2
-5.0    	124     	4.630402E+2	5.151350E-2	-5.82E+1   	-5.00     	212.58 	23.5 	17.4 	4.442055E+2	2.613491E-3 	1.754643E+5	1.985783E+1	-1.367720E+0	1.000000E-5 	4.630402E+2	4.442055E+2
-5.0    	125     	4.648301E+2	2.943695E-2	-5.82E+1   	-5.00     	213.92 	23.5 	17.4 	4.459464E+2	7.273266E-4 	1.747840E+5	1.081665E+1	-1.367850E+0	1.000000E-5 	4.648301E+2	4.459464E+2
-5.0    	126     	3.803780E+2	3.439687E-2	-5.82E+1   	-5.00     	215.27 	23.5 	17.4 	3.592275E+2	1.055228E-3 	2.152770E+5	1.946792E+1	-1.332750E+0	0.000000E+0 	3.803780E+2	3.592275E+2
-5.0    	127     	3.735368E+2	2.470800E-2	-5.82E+1   	-5.00     	216.64 	23.5 	17.4 	3.518023E+2	4.518303E-4 	2.195200E+5	1.389244E+1	-1.327177E+0	1.154701E-5 	3.735368E+2	3.518023E+2
-5.0    	128     	4.644239E+2	3.996538E-3	-5.82E+1   	-5.00     	218.00 	23.5 	17.4 	4.456002E+2	1.781423E-5 	1.749283E+5	1.527525E+0	-1.368087E+0	1.154701E-5 	4.644239E+2	4.456002E+2
-5.0    	129     	4.642398E+2	6.878863E-2	-5.82E+1   	-5.00     	219.42 	23.5 	17.4 	4.454204E+2	4.589023E-3 	1.749983E+5	2.627420E+1	-1.368070E+0	1.000000E-5 	4.642398E+2	4.454204E+2
-5.0    	130     	4.667248E+2	5.529088E-2	-5.82E+1   	-5.00     	220.72 	23.5 	17.4 	4.479449E+2	3.459723E-3 	1.740393E+5	2.173323E+1	-1.368833E+0	3.214550E-5 	4.667248E+2	4.479449E+2
-5.0    	131     	4.692553E+2	1.227171E-2	-6.03E+1   	-5.00     	222.13 	23.5 	17.4 	4.504437E+2	1.643159E-4 	1.730873E+5	4.725816E+0	-1.369213E+0	5.773503E-6 	4.692553E+2	4.504437E+2
-5.0    	132     	4.693005E+2	5.573588E-2	-6.03E+1   	-5.00     	224.37 	23.5 	17.4 	4.504975E+2	3.614835E-3 	1.730687E+5	2.182506E+1	-1.369270E+0	3.605551E-5 	4.693005E+2	4.504975E+2
-5.0    	133     	4.670703E+2	3.906005E-2	-6.03E+1   	-5.00     	225.72 	23.5 	17.4 	4.482349E+2	1.856645E-3 	1.739187E+5	1.563117E+1	-1.368607E+0	3.055050E-5 	4.670703E+2	4.482349E+2
-5.0    	134     	4.614998E+2	4.787931E-2	-6.03E+1   	-5.00     	227.07 	23.5 	17.4 	4.425199E+2	2.675868E-3 	1.760913E+5	1.942507E+1	-1.366583E+0	3.214550E-5 	4.614998E+2	4.425199E+2
-5.0    	135     	4.578690E+2	1.924310E-2	-6.03E+1   	-5.00     	228.43 	23.5 	17.4 	4.388671E+2	4.500696E-4 	1.775223E+5	8.020806E+0	-1.365643E+0	1.527525E-5 	4.578690E+2	4.388671E+2
-5.0    	136     	4.609710E+2	4.726824E-2	-6.03E+1   	-5.00     	229.84 	23.5 	17.4 	4.420714E+2	2.608047E-3 	1.762817E+5	1.921805E+1	-1.366903E+0	3.214550E-5 	4.609710E+2	4.420714E+2
-5.0    	137     	4.678481E+2	6.715033E-2	-6.03E+1   	-5.00     	231.27 	23.5 	17.4 	4.490996E+2	4.971650E-3 	1.736067E+5	2.608320E+1	-1.369250E+0	3.464102E-5 	4.678481E+2	4.490996E+2
-5.0    	138     	4.635213E+2	1.301695E-2	-6.03E+1   	-5.00     	232.51 	23.5 	17.4 	4.446884E+2	3.231161E-4 	1.752780E+5	6.000000E+0	-1.367837E+0	3.055050E-5 	4.635213E+2	4.446884E+2
-5.0    	139     	4.631967E+2	2.022985E-2	-6.03E+1   	-5.00     	233.91 	23.5 	17.4 	4.443592E+2	4.508064E-4 	1.754043E+5	8.020806E+0	-1.367740E+0	1.000000E-5 	4.631967E+2	4.443592E+2
-5.0    	140     	3.734726E+2	4.785305E-3	-6.03E+1   	-5.00     	235.26 	23.5 	17.4 	3.521793E+2	6.463542E-6 	2.194213E+5	2.081666E+0	-1.329690E+0	1.732051E-5 	3.734726E+2	3.521793E+2
-5.0    	141     	3.832640E+2	9.084132E-3	-6.17E+1   	-5.00     	236.57 	23.5 	17.4 	3.623327E+2	1.062626E-4 	2.135440E+5	5.567764E+0	-1.334920E+0	1.000000E-5 	3.832640E+2	3.623327E+2
-5.0    	142     	4.044467E+2	4.247333E-2	-6.17E+1   	-5.00     	238.92 	23.5 	17.4 	3.841957E+2	2.272487E-3 	2.018753E+5	2.311565E+1	-1.345120E+0	4.358899E-5 	4.044467E+2	3.841957E+2
-5.0    	143     	2.515246E+2	2.988957E-2	-6.17E+1   	-5.00     	240.24 	23.5 	17.4 	2.211887E+2	8.476774E-4 	3.373793E+5	4.225321E+1	-1.216120E+0	1.732051E-5 	2.515246E+2	2.211887E+2
-5.0    	144     	4.653118E+2	5.304269E-2	-6.17E+1   	-5.00     	241.63 	23.5 	17.4 	4.464361E+2	3.101614E-3 	1.745977E+5	2.084067E+1	-1.368000E+0	2.645751E-5 	4.653118E+2	4.464361E+2
-5.0    	145     	4.663792E+2	5.532120E-3	-6.17E+1   	-5.00     	242.98 	23.5 	17.4 	4.475222E+2	1.873959E-5 	1.741860E+5	1.732051E+0	-1.368337E+0	2.081666E-5 	4.663792E+2	4.475222E+2
-5.0    	146     	4.617890E+2	7.422855E-2	-6.17E+1   	-5.00     	244.27 	23.5 	17.4 	4.428126E+2	5.472268E-3 	1.759780E+5	2.884441E+1	-1.366667E+0	1.527525E-5 	4.617890E+2	4.428126E+2
-5.0    	147     	4.613771E+2	1.684911E-1	-6.17E+1   	-5.00     	245.42 	23.5 	17.4 	4.423931E+2	2.914792E-2 	1.761400E+5	6.615890E+1	-1.366533E+0	5.033223E-5 	4.613771E+2	4.423931E+2
-5.0    	148     	4.620366E+2	8.870416E-2	-6.17E+1   	-5.00     	246.62 	23.5 	17.4 	4.430720E+2	8.033116E-3 	1.758793E+5	3.467468E+1	-1.366787E+0	2.516611E-5 	4.620366E+2	4.430720E+2
-5.0    	149     	4.688045E+2	5.182963E-2	-6.17E+1   	-5.00     	247.96 	23.5 	17.4 	4.499925E+2	2.548328E-3 	1.732573E+5	1.929594E+1	-1.369113E+0	5.773503E-6 	4.688045E+2	4.499925E+2
-5.0    	150     	4.615596E+2	9.051763E-2	-6.17E+1   	-5.00     	249.34 	23.5 	17.4 	4.426201E+2	8.027344E-3 	1.760600E+5	3.508561E+1	-1.366817E+0	1.527525E-5 	4.615596E+2	4.426201E+2
-5.0    	151     	4.649304E+2	6.261409E-3	-5.87E+1   	-5.00     	250.70 	23.5 	17.4 	4.460714E+2	4.701565E-5 	1.747407E+5	2.516611E+0	-1.368007E+0	5.773503E-6 	4.649304E+2	4.460714E+2
-5.0    	152     	4.654908E+2	7.326843E-3	-5.87E+1   	-5.00     	253.20 	23.5 	17.4 	4.467130E+2	1.192897E-5 	1.745100E+5	2.000000E+0	-1.368573E+0	2.309401E-5 	4.654908E+2	4.467130E+2
-5.0    	153     	4.013127E+2	4.273382E-2	-5.87E+1   	-5.00     	254.56 	23.5 	17.4 	3.809945E+2	2.280660E-3 	2.035117E+5	2.358672E+1	-1.343843E+0	4.163332E-5 	4.013127E+2	3.809945E+2
-5.0    	154     	2.424050E+2	3.176353E-2	-5.87E+1   	-5.00     	255.86 	23.5 	17.4 	2.107743E+2	9.270263E-4 	3.520550E+5	4.849742E+1	-1.201210E+0	1.732051E-5 	2.424050E+2	2.107743E+2
-5.0    	155     	3.812436E+2	3.039295E-2	-5.87E+1   	-5.00     	257.27 	23.5 	17.4 	3.602537E+2	7.139491E-4 	2.147260E+5	1.652271E+1	-1.333947E+0	1.154701E-5 	3.812436E+2	3.602537E+2
-5.0    	156     	3.811408E+2	1.509577E-2	-5.87E+1   	-5.00     	258.58 	23.5 	17.3 	3.600881E+2	3.123837E-4 	2.148043E+5	9.504385E+0	-1.333553E+0	2.309401E-5 	3.811408E+2	3.600881E+2
-5.0    	157     	4.660243E+2	3.091019E-2	-5.87E+1   	-5.00     	259.95 	23.5 	17.3 	4.471645E+2	8.184291E-4 	1.743220E+5	1.135782E+1	-1.368243E+0	5.773503E-6 	4.660243E+2	4.471645E+2
-5.0    	158     	4.677405E+2	7.980209E-2	-5.87E+1   	-5.00     	261.33 	23.5 	17.3 	4.489253E+2	6.466555E-3 	1.736603E+5	3.036994E+1	-1.368863E+0	2.081666E-5 	4.677405E+2	4.489253E+2
-5.0    	159     	4.707343E+2	5.128878E-2	-5.87E+1   	-5.00     	262.67 	23.5 	17.3 	4.519482E+2	2.194697E-3 	1.725273E+5	1.833939E+1	-1.369673E+0	1.527525E-5 	4.707343E+2	4.519482E+2
-5.0    	160     	4.633578E+2	3.904201E-2	-5.87E+1   	-5.00     	264.00 	23.5 	17.3 	4.444124E+2	1.479686E-3 	1.753633E+5	1.497776E+1	-1.367187E+0	5.773503E-6 	4.633578E+2	4.444124E+2
-5.0    	161     	4.718733E+2	7.750262E-3	-5.84E+1   	-5.00     	265.39 	23.5 	17.3 	4.530990E+2	6.995139E-5 	1.721000E+5	3.000000E+0	-1.369983E+0	5.773503E-6 	4.718733E+2	4.530990E+2
-5.0    	162     	3.954230E+2	4.490820E-2	-5.84E+1   	-5.00     	267.83 	23.5 	17.3 	3.748217E+2	1.984152E-3 	2.067030E+5	2.402082E+1	-1.340513E+0	1.154701E-5 	3.954230E+2	3.748217E+2
-5.0    	163     	2.496298E+2	2.157685E-2	-5.84E+1   	-5.00     	269.17 	23.5 	17.3 	2.190095E+2	2.445374E-4 	3.403380E+5	2.685144E+1	-1.212977E+0	2.081666E-5 	2.496298E+2	2.190095E+2
-5.0    	164     	4.628590E+2	6.579762E-2	-5.84E+1   	-5.00     	270.50 	23.5 	17.3 	4.439407E+2	4.585251E-3 	1.755510E+5	2.586503E+1	-1.367223E+0	2.516611E-5 	4.628590E+2	4.439407E+2
-5.0    	165     	4.632717E+2	1.109383E-2	-5.84E+1   	-5.00     	271.69 	23.5 	17.3 	4.444123E+2	7.304727E-5 	1.753797E+5	3.785939E+0	-1.367637E+0	1.154701E-5 	4.632717E+2	4.444123E+2
-5.0    	166     	4.627816E+2	2.210452E-2	-5.84E+1   	-5.00     	273.03 	23.5 	17.3 	4.438616E+2	6.100911E-4 	1.755813E+5	9.073772E+0	-1.367197E+0	2.081666E-5 	4.627816E+2	4.438616E+2
-5.0    	167     	4.648710E+2	1.382252E-2	-5.84E+1   	-5.00     	274.39 	23.5 	17.3 	4.460756E+2	1.759245E-4 	1.747510E+5	5.196152E+0	-1.368340E+0	0.000000E+0 	4.648710E+2	4.460756E+2
-5.0    	168     	3.794119E+2	2.191566E-2	-5.84E+1   	-5.00     	275.75 	23.5 	17.3 	3.583389E+2	5.871392E-4 	2.158180E+5	1.352775E+1	-1.332887E+0	2.081666E-5 	3.794119E+2	3.583389E+2
-5.0    	169     	3.765825E+2	7.672936E-2	-5.84E+1   	-5.00     	277.18 	23.5 	17.3 	3.553557E+2	5.486386E-3 	2.175347E+5	4.483674E+1	-1.331090E+0	1.000000E-5 	3.765825E+2	3.553557E+2
-5.0    	170     	4.672658E+2	2.902239E-2	-5.84E+1   	-5.00     	278.46 	23.5 	17.3 	4.484477E+2	1.003323E-3 	1.738410E+5	1.153256E+1	-1.368743E+0	2.309401E-5 	4.672658E+2	4.484477E+2
-5.0    	171     	4.653926E+2	0.000000E+0	-5.43E+1   	-5.00     	279.83 	23.5 	17.3 	4.465155E+2	0.000000E+0 	1.745670E+5	0.000000E+0	-1.368010E+0	0.000000E+0 	4.653926E+2	4.465155E+2
-5.0    	172     	4.648272E+2	1.347737E-2	-5.43E+1   	-5.00     	282.29 	23.5 	17.3 	4.458880E+2	8.744254E-5 	1.747960E+5	4.358899E+0	-1.367547E+0	2.081666E-5 	4.648272E+2	4.458880E+2
