#Measurement:		IV
#Sensor type:		HPK_8in_198ch_2019
#Needle measurement:	0
#Identifier:		100113_20220701
#Timestamp:		1.7.2022 9:47 
#Voltage delay:		5.0 s
#Switch delay:		0.3 s
#Compliance level:		1000.00 uA
#Mask pads above:		5.00 uA
#Voltage limit:		1000.0 V
#LCR freq.:		2000 Hz
#LCR voltg.:		0.50 V
#Repeat:			1
#Sampling number:		3
#Source as DMM:		0
#Custom channels:		None
#Masked channels:		None
#Vltg. sign inversion?:	1
#VISA source:		GPIB0::24::INSTR
#VISA DMM:		GPIB0::14::INSTR
#VISA LCR:		GPIB0::17::INSTR
#HexPlot cmd:		 -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_IV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_IV.pdf" --IV  --select -1000  --if SELECTOR:PADNUM:VAL  --pn 0 --invertx --invertVal -g "C:\Users\probe-station\Desktop\MasterHexDAQ\src\..\geo\hex_positions_HPK_198ch_8inch_edge_ring_testcap.txt" --colorpalette 1
#HexPlot analysis cmd:	 -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_IV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_IV_analysis.pdf" --IV  --select -1000  --if SELECTOR:PADNUM:VAL -p PAD --sc 1-199--invertx --invertVal -g "C:\Users\probe-station\Desktop\MasterHexDAQ\src\..\geo\hex_positions_HPK_198ch_8inch_edge_ring_testcap.txt" --colorpalette 1
#HexPlot on matrix cmd:	 -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_IV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_100113_20220701\HPK_8in_198ch_2019_100113_20220701_IV.pdf" --IV  --select -1000  --if SELECTOR:PADNUM:VAL  --pn 0 --invertx --invertVal -g "C:\Users\probe-station\Desktop\MasterHexDAQ\geo\switch_matrix.txt" -m "C:\Users\probe-station\Desktop\MasterHexDAQ\src\..\maps\Probe_card_HPK_8in_198ch_2019.txt"  --colorpalette 1
#Voltage file:		C:\Users\probe-station\Desktop\Voltage_Files\IV1to1000default.txt
#CV correction file:		None
#Comments:		

#Voltage	#Channel	#Current    	#Error     	#Tot. curr.	#Act. vlt.	#Time  	#Temp	#Hum.	#n/a       	#Error     	#n/a       	#Error     	#n/a       	#Error     	#n/a       	#n/a       
#[V]    	#       	#[nA]       	#[nA]      	#[nA]      	#[V]      	#[s]   	#[C] 	#[%] 	#[n/a]     	#[n/a]     	#[n/a]     	#[n/a]     	#[n/a]     	#[n/a]     	#[n/a]     	#[n/a]     
-100.0  	173     	-3.587702E-1	1.125337E-4	-9.19E+1   	-100.00   	626.33 	23.5 	34.5 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	174     	-3.612148E-1	5.847310E-5	-9.19E+1   	-100.00   	627.75 	23.5 	34.5 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	175     	-3.617467E-1	5.963221E-5	-9.19E+1   	-100.00   	629.17 	23.5 	34.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	176     	-3.634107E-1	1.495775E-4	-9.19E+1   	-100.00   	630.59 	23.5 	34.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	177     	-3.691405E-1	7.735218E-5	-9.19E+1   	-100.00   	632.02 	23.5 	34.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	178     	-7.164729E-1	5.530148E-5	-9.19E+1   	-100.00   	633.44 	23.5 	34.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	179     	-3.036567E-1	3.645852E-5	-9.19E+1   	-100.00   	634.74 	23.5 	34.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	180     	-3.097094E-1	7.284520E-5	-9.19E+1   	-100.00   	636.28 	23.5 	34.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	181     	-3.784973E-1	2.219336E-4	-9.19E+1   	-100.00   	637.60 	23.5 	34.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	182     	-3.642630E-1	5.344505E-5	-9.19E+1   	-100.00   	639.99 	23.5 	34.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	183     	-3.609140E-1	1.643483E-4	-9.19E+1   	-100.00   	641.37 	23.5 	34.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	184     	-3.627067E-1	1.188617E-4	-9.19E+1   	-100.00   	642.80 	23.5 	34.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	185     	-3.660103E-1	1.719593E-4	-9.19E+1   	-100.00   	644.11 	23.5 	34.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	186     	-4.348331E-1	1.104999E-4	-9.19E+1   	-100.00   	645.44 	23.5 	34.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	187     	-3.755505E-1	8.345336E-5	-9.19E+1   	-100.00   	646.74 	23.5 	34.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	188     	-3.874363E-1	9.907393E-5	-9.19E+1   	-100.00   	648.09 	23.5 	34.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	189     	-3.298911E-1	1.500267E-4	-9.19E+1   	-100.00   	649.50 	23.5 	34.2 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	190     	-2.596232E-1	6.753949E-5	-9.19E+1   	-100.00   	650.85 	23.5 	34.2 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	191     	-4.110162E-1	1.021478E-4	-9.28E+1   	-100.00   	652.17 	23.5 	34.2 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	192     	-3.934487E-1	7.253981E-5	-9.28E+1   	-100.00   	654.58 	23.5 	34.2 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	193     	-3.985012E-1	1.351459E-4	-9.28E+1   	-100.00   	655.92 	23.5 	34.2 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	194     	-3.980041E-1	5.702213E-5	-9.28E+1   	-100.00   	657.23 	23.5 	34.1 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	195     	-4.206004E-1	7.803104E-5	-9.28E+1   	-100.00   	658.57 	23.5 	34.1 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	196     	-4.127931E-1	7.016426E-5	-9.28E+1   	-100.00   	659.90 	23.5 	34.1 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	197     	-4.282433E-1	1.034093E-4	-9.28E+1   	-100.00   	661.28 	23.5 	34.1 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	198     	-2.735371E-1	6.357722E-5	-9.28E+1   	-100.00   	662.70 	23.5 	34.1 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	199     	-1.481499E+1	1.212436E-4	-9.28E+1   	-100.00   	664.05 	23.5 	34.1 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	200     	7.972891E-4 	6.194290E-5	-9.28E+1   	-100.00   	666.36 	23.5 	34.0 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	201     	9.340787E-4 	1.909257E-5	-9.18E+1   	-100.00   	668.12 	23.5 	34.0 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	202     	9.518123E-4 	1.349558E-5	-9.18E+1   	-100.00   	670.62 	23.5 	34.0 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	203     	9.337405E-4 	6.658579E-5	-9.18E+1   	-100.00   	672.05 	23.5 	34.0 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	204     	1.139229E-3 	8.488245E-5	-9.18E+1   	-100.00   	673.47 	23.5 	34.0 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	205     	1.125828E-3 	7.006295E-5	-9.18E+1   	-100.00   	674.90 	23.5 	34.0 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	206     	1.038583E-3 	5.316230E-5	-9.18E+1   	-100.00   	676.24 	23.5 	34.0 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-100.0  	207     	1.042238E-3 	1.639940E-4	-9.18E+1   	-100.00   	677.61 	23.5 	33.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	1       	-3.994282E-1	9.453290E-5	-1.35E+2   	-200.00   	710.40 	23.5 	33.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	2       	-4.602647E-1	8.113158E-6	-1.32E+2   	-200.00   	712.84 	23.5 	33.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	3       	-4.336313E-1	1.027886E-4	-1.32E+2   	-200.00   	715.28 	23.5 	33.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	4       	-4.174801E-1	1.981296E-4	-1.31E+2   	-200.00   	717.72 	23.5 	33.5 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	5       	-4.122225E-1	9.537302E-5	-1.30E+2   	-200.00   	720.16 	23.5 	33.5 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	6       	-4.221215E-1	5.077444E-5	-1.29E+2   	-200.00   	722.59 	23.5 	33.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	7       	-4.216231E-1	1.164816E-4	-1.30E+2   	-200.00   	725.03 	23.5 	33.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	8       	-3.476253E-1	1.586242E-4	-1.27E+2   	-200.00   	727.47 	23.5 	33.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	9       	-6.378521E-1	1.436162E-4	-1.28E+2   	-200.00   	729.96 	23.5 	33.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	10      	-5.665496E-1	1.040669E-4	-1.28E+2   	-200.00   	732.36 	23.5 	33.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	11      	-5.417099E-1	2.042927E-4	-1.26E+2   	-200.00   	734.80 	23.5 	33.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	12      	-5.233203E-1	8.931631E-5	-1.26E+2   	-200.00   	737.25 	23.5 	33.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	13      	-5.017565E-1	6.326539E-5	-1.26E+2   	-200.00   	738.67 	23.5 	33.2 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	14      	-1.504017E-1	8.398907E-5	-1.26E+2   	-200.00   	740.09 	23.5 	33.2 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	15      	-5.252154E-1	1.070559E-4	-1.26E+2   	-200.00   	741.52 	23.5 	33.2 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	16      	-5.216504E-1	1.179383E-4	-1.26E+2   	-200.00   	742.82 	23.5 	33.2 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	17      	-5.145479E-1	1.286338E-4	-1.26E+2   	-200.00   	744.15 	23.5 	33.2 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	18      	-5.510011E-1	4.839683E-5	-1.26E+2   	-200.00   	745.58 	23.5 	33.2 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	19      	-6.061522E-1	7.710357E-5	-1.26E+2   	-200.00   	746.89 	23.5 	33.1 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	20      	-5.408086E-1	6.587329E-5	-1.26E+2   	-200.00   	748.28 	23.5 	33.1 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	21      	-5.191759E-1	1.138025E-4	-1.24E+2   	-200.00   	749.64 	23.5 	33.1 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	22      	-5.014056E-1	1.115054E-4	-1.24E+2   	-200.00   	752.08 	23.5 	33.1 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	23      	-4.870271E-1	4.186363E-5	-1.24E+2   	-200.00   	753.50 	23.5 	33.1 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	24      	-4.777346E-1	1.102124E-4	-1.24E+2   	-200.00   	754.92 	23.5 	33.0 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	25      	-4.773668E-1	2.117732E-4	-1.24E+2   	-200.00   	756.34 	23.5 	33.0 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	26      	-4.730412E-1	1.006533E-4	-1.24E+2   	-200.00   	757.66 	23.5 	33.0 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	27      	-4.797060E-1	1.605843E-4	-1.24E+2   	-200.00   	758.99 	23.5 	33.0 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	28      	-5.157813E-1	8.886537E-5	-1.24E+2   	-200.00   	760.30 	23.5 	33.0 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	29      	-6.063506E-1	1.188749E-4	-1.24E+2   	-200.00   	761.69 	23.5 	33.0 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	30      	-5.301158E-1	5.435939E-5	-1.24E+2   	-200.00   	763.05 	23.5 	32.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	31      	-5.094684E-1	1.443384E-4	-1.25E+2   	-200.00   	764.35 	23.5 	32.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	32      	-4.921658E-1	1.299585E-4	-1.25E+2   	-200.00   	766.91 	23.5 	32.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	33      	-4.761223E-1	4.338852E-5	-1.25E+2   	-200.00   	768.33 	23.5 	32.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	34      	-4.633515E-1	2.539928E-5	-1.25E+2   	-200.00   	769.75 	23.5 	32.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	35      	-4.569067E-1	5.855903E-5	-1.25E+2   	-200.00   	771.17 	23.5 	32.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	36      	-4.539031E-1	3.429932E-5	-1.25E+2   	-200.00   	772.59 	23.5 	32.8 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	37      	-4.535914E-1	1.162579E-4	-1.25E+2   	-200.00   	773.89 	23.5 	32.8 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	38      	-4.595020E-1	1.867278E-4	-1.25E+2   	-200.00   	775.24 	23.5 	32.8 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	39      	-5.113890E-1	1.073917E-4	-1.25E+2   	-200.00   	776.58 	23.5 	32.8 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	40      	-5.963929E-1	1.646091E-4	-1.25E+2   	-200.00   	777.88 	23.5 	32.8 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	41      	-5.223812E-1	1.605616E-4	-1.25E+2   	-200.00   	779.30 	23.5 	32.8 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	42      	-5.169105E-1	3.953800E-5	-1.25E+2   	-200.00   	781.77 	23.5 	32.8 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	43      	-5.423164E-1	6.646295E-5	-1.25E+2   	-200.00   	783.17 	23.5 	32.8 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	44      	-4.757323E-1	5.459765E-5	-1.25E+2   	-200.00   	784.59 	23.5 	32.7 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	45      	-4.582611E-1	2.322378E-4	-1.25E+2   	-200.00   	785.90 	23.5 	32.7 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	46      	-4.487946E-1	1.298161E-4	-1.25E+2   	-200.00   	787.24 	23.5 	32.7 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	47      	-4.437074E-1	1.775946E-4	-1.25E+2   	-200.00   	788.66 	23.5 	32.7 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	48      	-4.411597E-1	4.495957E-5	-1.25E+2   	-200.00   	789.95 	23.5 	32.7 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	49      	-4.413088E-1	1.669518E-4	-1.25E+2   	-200.00   	791.37 	23.5 	32.7 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	50      	-4.479703E-1	5.052062E-5	-1.25E+2   	-200.00   	792.72 	23.5 	32.7 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	51      	-4.998144E-1	1.115222E-4	-1.21E+2   	-200.00   	794.14 	23.5 	32.7 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	52      	-6.013538E-1	1.182709E-4	-1.21E+2   	-200.00   	796.58 	23.5 	32.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	53      	-5.190443E-1	7.682612E-5	-1.21E+2   	-200.00   	798.00 	23.5 	32.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	54      	-4.968279E-1	3.627906E-5	-1.21E+2   	-200.00   	799.42 	23.5 	32.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	55      	-5.517634E-1	1.022117E-4	-1.21E+2   	-200.00   	800.84 	23.5 	32.5 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	56      	-7.601997E-1	5.164339E-5	-1.21E+2   	-200.00   	802.14 	23.5 	32.5 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	57      	-5.550737E-1	1.867146E-5	-1.21E+2   	-200.00   	803.61 	23.5 	32.5 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	58      	-4.489576E-1	2.535922E-5	-1.21E+2   	-200.00   	804.91 	23.5 	32.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	59      	-4.398364E-1	2.642368E-4	-1.21E+2   	-200.00   	806.33 	23.5 	32.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	60      	-4.341416E-1	1.916829E-5	-1.21E+2   	-200.00   	807.65 	23.5 	32.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	61      	-4.399915E-1	1.326503E-4	-1.23E+2   	-200.00   	808.99 	23.5 	32.4 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	62      	-1.311479E-1	6.177300E-5	-1.23E+2   	-200.00   	811.44 	23.5 	32.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	63      	-4.331059E-1	6.435715E-5	-1.23E+2   	-200.00   	812.85 	23.5 	32.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	64      	-4.420475E-1	1.467673E-4	-1.23E+2   	-200.00   	814.26 	23.5 	32.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	65      	-5.008396E-1	3.101209E-5	-1.23E+2   	-200.00   	815.58 	23.5 	32.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	66      	-6.041965E-1	3.089682E-5	-1.23E+2   	-200.00   	816.96 	23.5 	32.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	67      	-5.256922E-1	6.383643E-5	-1.23E+2   	-200.00   	818.33 	23.5 	32.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	68      	-4.916612E-1	8.500049E-5	-1.23E+2   	-200.00   	819.63 	23.5 	32.3 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
