#Measurement:		IV
#Sensor type:		HPK_8in_198ch_2019
#Needle measurement:	0
#Identifier:		N4792_18_03242022_FullRetest
#Timestamp:		24.3.2022 13:44 
#Voltage delay:		5.0 s
#Switch delay:		0.3 s
#Compliance level:		425.00 uA
#Mask pads above:		5.00 uA
#Voltage limit:		1000.0 V
#LCR freq.:		2000 Hz
#LCR voltg.:		0.50 V
#Repeat:			1
#Sampling number:		3
#Source as DMM:		0
#Custom channels:		None
#Masked channels:		
199
#Vltg. sign inversion?:	0
#VISA source:		GPIB0::24::INSTR
#VISA DMM:		GPIB0::14::INSTR
#VISA LCR:		GPIB0::17::INSTR
#HexPlot cmd:		\\cern.ch\dfs\Users\h\hgsensor\Desktop\HexDAQ\bin\HexPlot.exe -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_N4792_18_03242022_FullRetest\HPK_8in_198ch_2019_N4792_18_03242022_FullRetest_IV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_N4792_18_03242022_FullRetest\HPK_8in_198ch_2019_N4792_18_03242022_FullRetest_IV.pdf" --IV  --select -850  --if SELECTOR:PADNUM:VAL  --pn 0  -g "C:\Users\probe-station\Desktop\HGCAL_sensor_tests-master\oldHGCAL_sensor_tests-master\src\..\geo\hex_positions_HPK_198ch_8inch_edge_ring_testcap.txt" --colorpalette 1
#HexPlot analysis cmd:	\\cern.ch\dfs\Users\h\hgsensor\Desktop\HexDAQ\bin\HexPlot.exe -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_N4792_18_03242022_FullRetest\HPK_8in_198ch_2019_N4792_18_03242022_FullRetest_IV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_N4792_18_03242022_FullRetest\HPK_8in_198ch_2019_N4792_18_03242022_FullRetest_IV_analysis.pdf" --IV  --select -850  --if SELECTOR:PADNUM:VAL -p PAD --sc 1-175 -g "C:\Users\probe-station\Desktop\HGCAL_sensor_tests-master\oldHGCAL_sensor_tests-master\src\..\geo\hex_positions_HPK_198ch_8inch_edge_ring_testcap.txt" --colorpalette 1
#HexPlot on matrix cmd:	\\cern.ch\dfs\Users\h\hgsensor\Desktop\HexDAQ\bin\HexPlot.exe -i "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_N4792_18_03242022_FullRetest\HPK_8in_198ch_2019_N4792_18_03242022_FullRetest_IV.txt" -o  "C:\Users\probe-station\CernBox\FSUHGCAL\HGCSiliconRawData\HPK_8in_198ch_2019_N4792_18_03242022_FullRetest\HPK_8in_198ch_2019_N4792_18_03242022_FullRetest_IV.pdf" --IV  --select -850  --if SELECTOR:PADNUM:VAL  --pn 0  -g "C:\Users\probe-station\Desktop\HGCAL_sensor_tests-master\oldHGCAL_sensor_tests-master\geo\switch_matrix.txt" -m "C:\Users\probe-station\Desktop\HGCAL_sensor_tests-master\oldHGCAL_sensor_tests-master\src\..\maps\Probe_card_HPK_8in_198ch_2019.txt"  --colorpalette 1
#Voltage file:		C:\Users\probe-station\Desktop\Voltage_Files\IV1to850cern.txt
#CV correction file:		None
#Comments:		Full IV+ CV retest of sensor to check performance on grading criteria, and if changes have occurred since last full test (Nov 2021)

#Voltage	#Channel	#Current    	#Error     	#Tot. curr.	#Act. vlt.	#Time  	#Temp	#Hum.	#n/a       	#Error     	#n/a       	#Error     	#n/a       	#Error     	#n/a       	#n/a       
#[V]    	#       	#[nA]       	#[nA]      	#[nA]      	#[V]      	#[s]   	#[C] 	#[%] 	#[n/a]     	#[n/a]     	#[n/a]     	#[n/a]     	#[n/a]     	#[n/a]     	#[n/a]     	#[n/a]     
-200.0  	117     	-6.302227E-1	2.055924E-4	-1.16E+2   	-200.00   	1879.05	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	118     	-4.810820E-1	3.202379E-5	-1.16E+2   	-200.00   	1881.99	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	119     	-4.531671E-1	7.166773E-5	-1.16E+2   	-200.00   	1883.59	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	120     	-4.847971E-1	2.305701E-4	-1.16E+2   	-200.00   	1884.90	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	121     	-5.023438E-1	4.204855E-4	-1.15E+2   	-200.00   	1887.20	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	122     	-4.375323E-1	4.764651E-5	-1.15E+2   	-200.00   	1889.93	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	123     	-4.005969E-1	6.300233E-5	-1.15E+2   	-200.00   	1892.15	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	124     	-4.096068E-1	5.250356E-5	-1.15E+2   	-200.00   	1893.45	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	125     	-4.275133E-1	8.413895E-5	-1.15E+2   	-200.00   	1896.06	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	126     	-3.914313E-1	1.213656E-4	-1.15E+2   	-200.00   	1897.36	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	127     	-6.936734E-1	2.040550E-4	-1.15E+2   	-200.00   	1899.71	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	128     	-4.519867E-1	6.548773E-5	-1.15E+2   	-200.00   	1901.01	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	129     	-4.427675E-1	7.876173E-5	-1.15E+2   	-200.00   	1903.35	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	130     	-4.186806E-1	1.078485E-4	-1.15E+2   	-200.00   	1904.65	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	131     	-4.246116E-1	1.736609E-4	-1.17E+2   	-200.00   	1906.99	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	132     	-4.467477E-1	1.932640E-4	-1.17E+2   	-200.00   	1910.04	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	133     	-4.433140E-1	1.002529E-4	-1.17E+2   	-200.00   	1911.64	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	134     	-4.146472E-1	1.653678E-4	-1.17E+2   	-200.00   	1912.95	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	135     	-4.459336E-1	7.460020E-5	-1.17E+2   	-200.00   	1915.25	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	136     	-4.074398E-1	4.687633E-5	-1.17E+2   	-200.00   	1916.56	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	137     	-5.877120E-1	1.755680E-4	-1.17E+2   	-200.00   	1918.88	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	138     	-4.714575E-1	1.085588E-4	-1.17E+2   	-200.00   	1920.18	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	139     	-4.266327E-1	1.779669E-4	-1.17E+2   	-200.00   	1922.52	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	140     	-3.310219E-1	5.098846E-5	-1.17E+2   	-200.00   	1923.82	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	141     	-4.127907E-1	1.478407E-4	-1.15E+2   	-200.00   	1926.75	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	142     	-4.474110E-1	6.244189E-5	-1.15E+2   	-200.00   	1929.48	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	143     	-5.938176E-2	8.315681E-5	-1.15E+2   	-200.00   	1931.09	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	144     	-4.128511E-1	7.532870E-5	-1.15E+2   	-200.00   	1932.39	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	145     	-4.126119E-1	8.965038E-5	-1.15E+2   	-200.00   	1935.30	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	146     	-4.868546E-1	1.053494E-4	-1.15E+2   	-200.00   	1936.60	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	147     	-4.300687E-1	1.612181E-4	-1.15E+2   	-200.00   	1938.95	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	148     	-4.402932E-1	5.736465E-5	-1.15E+2   	-200.00   	1940.25	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	149     	-4.287967E-1	5.699553E-5	-1.15E+2   	-200.00   	1942.58	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	150     	-4.110948E-1	2.000981E-4	-1.15E+2   	-200.00   	1943.88	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	151     	-4.669786E-1	2.308250E-4	-1.16E+2   	-200.00   	1946.22	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	152     	-4.103169E-1	6.050143E-5	-1.16E+2   	-200.00   	1948.95	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	153     	-4.235729E-1	4.587072E-5	-1.16E+2   	-200.00   	1950.55	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	154     	-1.467401E-1	6.275112E-5	-1.16E+2   	-200.00   	1951.86	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	155     	-3.420629E-1	1.085496E-4	-1.16E+2   	-200.00   	1954.16	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	156     	-4.035074E-1	1.099296E-4	-1.16E+2   	-200.00   	1955.46	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	157     	-5.038902E-1	7.708289E-4	-1.16E+2   	-200.00   	1957.79	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	158     	-4.159157E-1	1.205128E-4	-1.16E+2   	-200.00   	1959.10	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	159     	-4.127491E-1	4.397969E-4	-1.16E+2   	-200.00   	1961.42	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	160     	-5.003404E-1	6.482016E-5	-1.16E+2   	-200.00   	1962.73	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	161     	-4.298769E-1	2.080988E-4	-1.14E+2   	-200.00   	1965.91	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	162     	-4.584604E-1	6.601182E-5	-1.14E+2   	-200.00   	1969.76	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	163     	-1.239036E-1	1.128100E-4	-1.14E+2   	-200.00   	1972.22	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	164     	-4.806897E-1	3.607265E-4	-1.14E+2   	-200.00   	1973.53	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	165     	-5.493249E-1	2.589513E-4	-1.14E+2   	-200.00   	1977.55	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	166     	-4.757813E-1	2.906476E-4	-1.14E+2   	-200.00   	1978.85	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	167     	-4.283415E-1	5.967054E-5	-1.14E+2   	-200.00   	1983.91	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	168     	-3.458865E-1	1.802927E-4	-1.14E+2   	-200.00   	1985.22	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	169     	-3.513765E-1	2.240067E-5	-1.14E+2   	-200.00   	1988.84	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	170     	-4.459701E-1	1.773382E-4	-1.14E+2   	-200.00   	1990.14	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	171     	-4.273681E-1	5.536464E-5	-1.15E+2   	-200.00   	1993.74	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	172     	-4.188679E-1	1.295417E-4	-1.15E+2   	-200.00   	1997.59	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	173     	-4.357871E-1	9.315380E-5	-1.15E+2   	-200.00   	2000.05	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	174     	-4.355015E-1	4.037158E-4	-1.15E+2   	-200.00   	2001.36	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	175     	-4.181309E-1	1.213468E-4	-1.15E+2   	-200.00   	2003.62	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	176     	-4.218194E-1	6.952671E-5	-1.15E+2   	-200.00   	2004.93	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	177     	-4.518364E-1	1.067580E-4	-1.15E+2   	-200.00   	2007.21	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	178     	-4.388406E-1	8.621985E-5	-1.15E+2   	-200.00   	2008.52	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	179     	-3.514223E-1	7.173621E-5	-1.15E+2   	-200.00   	2010.81	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	180     	-3.673540E-1	7.089269E-5	-1.15E+2   	-200.00   	2012.12	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	181     	-4.627139E-1	3.598020E-4	-1.16E+2   	-200.00   	2014.40	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	182     	-4.514285E-1	1.605151E-4	-1.16E+2   	-200.00   	2017.38	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	183     	-4.601874E-1	5.307149E-5	-1.16E+2   	-200.00   	2018.96	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	184     	-4.418074E-1	1.260836E-4	-1.16E+2   	-200.00   	2020.27	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	185     	-4.339457E-1	2.528794E-5	-1.16E+2   	-200.00   	2022.54	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	186     	-4.358679E-1	1.462314E-4	-1.16E+2   	-200.00   	2023.84	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	187     	-4.391355E-1	9.764145E-5	-1.16E+2   	-200.00   	2026.98	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	188     	-5.204804E-1	1.740035E-4	-1.16E+2   	-200.00   	2028.29	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	189     	-3.586914E-1	1.147111E-4	-1.16E+2   	-200.00   	2031.43	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	190     	-2.946356E-1	8.454472E-5	-1.16E+2   	-200.00   	2032.74	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	191     	-5.023604E-1	1.752169E-4	-1.18E+2   	-200.00   	2035.00	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	192     	-4.844557E-1	1.193219E-4	-1.18E+2   	-200.00   	2038.13	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	193     	-4.890380E-1	1.439044E-4	-1.18E+2   	-200.00   	2039.72	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	194     	-4.764446E-1	7.788648E-5	-1.18E+2   	-200.00   	2041.02	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	195     	-4.903083E-1	3.216059E-5	-1.18E+2   	-200.00   	2043.24	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	196     	-4.866561E-1	1.477275E-4	-1.18E+2   	-200.00   	2044.55	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	197     	-8.645916E-1	2.101194E-4	-1.18E+2   	-200.00   	2046.80	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	198     	-2.909154E-1	1.922484E-4	-1.18E+2   	-200.00   	2048.11	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	199     	-1.890891E+1	2.400694E-4	-1.18E+2   	-200.00   	2050.32	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	200     	1.047247E-3 	8.216696E-5	-1.18E+2   	-200.00   	2052.53	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	201     	1.058686E-3 	3.665266E-5	-1.16E+2   	-200.00   	2055.07	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	202     	1.066807E-3 	1.267653E-4	-1.16E+2   	-200.00   	2057.77	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	203     	1.061732E-3 	3.710717E-5	-1.16E+2   	-200.00   	2059.33	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	204     	1.200958E-3 	4.154101E-5	-1.16E+2   	-200.00   	2060.64	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	205     	1.211245E-3 	2.043969E-4	-1.16E+2   	-200.00   	2062.86	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	206     	1.226204E-3 	1.112037E-4	-1.16E+2   	-200.00   	2064.16	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-200.0  	207     	1.079329E-3 	6.704006E-4	-1.16E+2   	-200.00   	2066.41	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-250.0  	1       	-3.398856E-1	1.706386E-4	-1.55E+2   	-250.00   	2113.45	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-250.0  	2       	-4.356376E-1	4.125316E-5	-1.52E+2   	-250.00   	2116.94	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-250.0  	3       	-3.903895E-1	8.904102E-5	-1.52E+2   	-250.00   	2120.53	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-250.0  	4       	-3.895159E-1	2.877544E-4	-1.51E+2   	-250.00   	2123.47	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-250.0  	5       	-3.878120E-1	1.911481E-4	-1.50E+2   	-250.00   	2126.12	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-250.0  	6       	-3.818132E-1	1.124785E-4	-1.50E+2   	-250.00   	2129.42	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-250.0  	7       	-4.349793E-1	2.511215E-4	-1.52E+2   	-250.00   	2133.00	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-250.0  	8       	-3.602246E-1	2.007032E-4	-1.49E+2   	-250.00   	2135.69	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
-250.0  	9       	-6.327472E-1	2.474089E-4	-1.48E+2   	-250.00   	2138.33	23.1 	52.9 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
